ReactionDeletions,NoOfDels,GrowthRate,ProductFlux,CouplingStrength,DistFromIdeal
ATPS4rpp FRK HADPCOADH/HADPCOADH3 Htex O2tex PDH PGCD PPKr,8,0.08108564,8.09676178,1.51810836405761,0.978999976926621
ATPS4rpp E4PD/PERD/OHPBAT FRK HADPCOADH/HADPCOADH3 Htex O2tex PDH PGCD PPKr,9,0.0810851,8.09673614,1.51811000475557,0.979000933161756
ATPS4rpp FRK HADPCOADH/HADPCOADH3 Htex O2tex PDH PPKr,7,0.08116728,7.98153265,1.52558827783534,0.980841827041404
ATPS4rpp E4PD/PERD/OHPBAT FRK HADPCOADH/HADPCOADH3 Htex O2tex PDH PPKr,8,0.08116675,7.98150774,1.52558991817754,0.980842781636492
5DGLCNR ACALDtex/ACALDtpp ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex METt3pp O2tex PGCD PPKr,10,0.03503845,7.97929899,1.70098054190096,1.01038010083569
5DGLCNR ACALDtex/ACALDtpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex METt3pp O2tex PGCD PPKr,11,0.03503814,7.97928147,1.70098208103442,1.01038072997722
5DGLCNR ACALDtex/ACALDtpp ALCD2x/ETOHtex FRK HACD6 HADPCOADH/HADPCOADH3 Htex METt3pp O2tex PGI PPKr,11,0.01065584,7.96867514,1.88662958846632,1.02624533622201
5DGLCNR ACALDtex/ACALDtpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FRK HACD6 HADPCOADH/HADPCOADH3 Htex METt3pp O2tex PGI PPKr,12,0.01065574,7.96867003,1.8866301570276,1.02624554667158
5DGLCNR ACALDtex/ACALDtpp ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex METt3pp O2tex PGI PPKr,10,0.01078897,7.96828378,1.88667313502733,1.02611626874712
5DGLCNR ACALDtex/ACALDtpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex METt3pp O2tex PGI PPKr,11,0.01078887,7.96827861,1.88667371032098,1.02611648048974
5DGLCNR ACALDtex/ACALDtpp ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex METt3pp O2tex PGCD PPKr RPE,11,0.03473663,7.95874622,1.70279076319134,1.01105672406692
5DGLCNR ACALDtex/ACALDtpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex METt3pp O2tex PGCD PPKr RPE,12,0.03473626,7.95872497,1.70279263966072,1.01105748441103
5DGLCNR ACALDtex/ACALDtpp ALCD2x/ETOHtex FRK HACD6 HADPCOADH/HADPCOADH3 Htex O2tex PGI PPKr THD2pp,11,0.00992845,7.93126021,1.89081217523186,1.02778773234178
5DGLCNR ACALDtex/ACALDtpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FRK HACD6 HADPCOADH/HADPCOADH3 Htex O2tex PGI PPKr THD2pp,12,0.00992837,7.93125398,1.89081287496482,1.02778794787129
5DGLCNR ACALDtex/ACALDtpp ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex O2tex PGI PPKr THD2pp,10,0.01005487,7.93038498,1.89091048893821,1.02767615936126
5DGLCNR ACALDtex/ACALDtpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex O2tex PGI PPKr THD2pp,11,0.01005479,7.93037868,1.89091119668954,1.02767637645629
5DGLCNR ACALDtex/ACALDtpp ALCD2x/ETOHtex FORtppi FRK HACD6 HADPCOADH/HADPCOADH3 Htex O2tex PGI THD2pp,11,0.01129748,7.92178174,1.84973668688832,1.0279052172479
5DGLCNR ACALDtex/ACALDtpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FORtppi FRK HACD6 HADPCOADH/HADPCOADH3 Htex O2tex PGI THD2pp,12,0.01129743,7.92177438,1.84973747636574,1.02790541957218
5DGLCNR ACALDtex/ACALDtpp ALCD2x/ETOHtex FRK HACD6 HADPCOADH/HADPCOADH3 Htex O2tex PGI THD2pp,10,0.01129766,7.92174167,1.84974098505285,1.0279058534992
5DGLCNR ACALDtex/ACALDtpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FRK HACD6 HADPCOADH/HADPCOADH3 Htex O2tex PGI THD2pp,11,0.01129761,7.92173432,1.84974177346559,1.02790605562128
5DGLCNR ACALDtex/ACALDtpp ALCD2x/ETOHtex FORtppi FRK HADPCOADH/HADPCOADH3 Htex O2tex PGI THD2pp,10,0.01142596,7.92089224,1.84983211058051,1.02779127033241
5DGLCNR ACALDtex/ACALDtpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FORtppi FRK HADPCOADH/HADPCOADH3 Htex O2tex PGI THD2pp,11,0.0114259,7.92088481,1.84983290774557,1.02779148446148
5DGLCNR ACALDtex/ACALDtpp ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex O2tex PGI THD2pp,9,0.01142614,7.9208517,1.84983646013724,1.0277919166764
5DGLCNR ACALDtex/ACALDtpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex O2tex PGI THD2pp,10,0.01142609,7.92084427,1.84983725731045,1.02779212051998
5DGLCNR ACALDtex/ACALDtpp ALCD2x/ETOHtex FRK HACD6 HADPCOADH/HADPCOADH3 Htex METt3pp O2tex PGI,10,0.01163889,7.91941801,1.8499903100834,1.0276024573925
5DGLCNR ACALDtex/ACALDtpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FRK HACD6 HADPCOADH/HADPCOADH3 Htex METt3pp O2tex PGI,11,0.0116388,7.91941063,1.84999110217877,1.02760270149321
5DGLCNR ACALDtex/ACALDtpp ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex METt3pp O2tex PGI,9,0.01176264,7.91856123,1.85008227814133,1.02749274076789
5DGLCNR ACALDtex/ACALDtpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex METt3pp O2tex PGI,10,0.01176255,7.91855378,1.85008307792285,1.02749298638327
5DGLCNR ACALDtex/ACALDtpp ALCD2x/ETOHtex FRK HACD6 HADPCOADH/HADPCOADH3 Htex METt3pp O2tex PPKr,10,0.03465548,7.89812366,1.70818507923944,1.01224766035674
5DGLCNR ACALDtex/ACALDtpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FRK HACD6 HADPCOADH/HADPCOADH3 Htex METt3pp O2tex PPKr,11,0.03465517,7.89810705,1.70818656857785,1.01224828386012
5DGLCNR ACALDtex/ACALDtpp ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex METt3pp O2tex PPKr,9,0.03508845,7.89685085,1.70829922411413,1.01183036686844
5DGLCNR ACALDtex/ACALDtpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex METt3pp O2tex PPKr,10,0.03508813,7.89683405,1.70830073097459,1.01183100436722
ACALDtex/ACALDtpp E4PD/PERD/OHPBAT FE3tex FORtppi FRK GARFT Htex PACCOAL PDH RPE SUCDi,11,0.21882812,7.8859452,0.469290052850612,1.11755160885521
5DGLCNR ACALDtex/ACALDtpp ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex METt3pp O2tex PPKr RPE,10,0.03478577,7.87698022,1.71008599409686,1.0125087251421
5DGLCNR ACALDtex/ACALDtpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex METt3pp O2tex PPKr RPE,11,0.0347854,7.87695981,1.71008783400153,1.01250948365499
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex O2tex PGCD PPKr RPE,11,0.03106597,7.83934418,1.71349505795012,1.01700338805906
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex O2tex PGCD PPKr RPE,12,0.03106589,7.83931967,1.71349728872582,1.01700393401135
5DGLCNR ACALDtex/ACALDtpp ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex O2tex PGCD PPKr RPE THD2pp,11,0.03130963,7.83808413,1.71360975937879,1.0167793327964
5DGLCNR ACALDtex/ACALDtpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex O2tex PGCD PPKr RPE THD2pp,12,0.03130945,7.8380599,1.71361196537934,1.01677997556021
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp ALCD2x/ETOHtex GLCt2pp HADPCOADH/HADPCOADH3 Htex O2tex PGCD PPKr RPE THD2pp,12,0.0341331,7.80702032,1.71644918300917,1.01450161346403
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex GLCt2pp HADPCOADH/HADPCOADH3 Htex O2tex PGCD PPKr RPE THD2pp,13,0.03413308,7.80699908,1.71645113220636,1.01450204332863
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp ALCD2x/ETOHtex GLCt2pp HADPCOADH/HADPCOADH3 Htex O2tex PGCD RPE THD2pp,11,0.03522812,7.80082936,1.67779987049992,1.01643106586676
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex O2tex PGCD RPE THD2pp,11,0.03522812,7.80082936,1.67779987049992,1.01643106586676
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex GLCt2pp HADPCOADH/HADPCOADH3 Htex O2tex PGCD RPE THD2pp,12,0.0352281,7.80080745,1.67780177422531,1.01643149826826
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex O2tex PGCD RPE THD2pp,12,0.0352281,7.80080745,1.67780177422531,1.01643149826826
ACALDtex/ACALDtpp E4PD/PERD/OHPBAT FE3tex FORtppi FRK G6PDH2r/PGL GLYCL Htex PACCOAL PDH RPE SUCDi,12,0.21593254,7.76494141,0.552428087031255,1.09455335450464
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp ALCD2x/ETOHtex FORtppi FRK HADPCOADH/HADPCOADH3 Htex O2tex PPKr RPE,11,0.03170688,7.7615541,1.72064605334646,1.0178517135878
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FORtppi FRK HADPCOADH/HADPCOADH3 Htex O2tex PPKr RPE,12,0.03170679,7.7615293,1.7206483559883,1.01785229145049
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex O2tex PPKr RPE,10,0.03170715,7.76144315,1.72065635499759,1.01785361542928
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex O2tex PPKr RPE,11,0.03170706,7.76141835,1.72065865770526,1.01785419331488
5DGLCNR ACALDtex/ACALDtpp ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex O2tex PPKr RPE THD2pp,10,0.03196101,7.75953319,1.72083373999976,1.01763317321713
5DGLCNR ACALDtex/ACALDtpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex O2tex PPKr RPE THD2pp,11,0.03196082,7.75950891,1.72083599553467,1.01763384300335
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex O2tex PGCD PPKr,10,0.03142534,7.72612555,1.72395061325401,1.01883770528792
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex O2tex PGCD PPKr,11,0.03142522,7.7261126,1.72395182669225,1.01883808489415
5DGLCNR ACALDtex/ACALDtpp ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex O2tex PGCD PPKr THD2pp,10,0.03167469,7.72395247,1.72415429169517,1.01862780743155
5DGLCNR ACALDtex/ACALDtpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex O2tex PGCD PPKr THD2pp,11,0.03167447,7.72394024,1.72415543831292,1.01862827451212
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex GLCt2pp HADPCOADH/HADPCOADH3 Htex O2tex PPKr RPE THD2pp,12,0.03491543,7.71830522,1.72468413344244,1.01545108015289
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp ALCD2x/ETOHtex GLCt2pp HADPCOADH/HADPCOADH3 Htex O2tex PPKr RPE THD2pp,11,0.03491551,7.71830461,1.72468419071633,1.01545101119059
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex GLCt2pp HADPCOADH/HADPCOADH3 Htex O2tex RPE THD2pp,11,0.03606207,7.70905427,1.6858689723558,1.01734743716835
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex O2tex RPE THD2pp,11,0.03606207,7.70905427,1.6858689723558,1.01734743716835
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp ALCD2x/ETOHtex GLCt2pp HADPCOADH/HADPCOADH3 Htex O2tex RPE THD2pp,10,0.03606215,7.70905362,1.68586903018584,1.01734736895253
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex O2tex RPE THD2pp,10,0.03606215,7.70905362,1.68586903018584,1.01734736895253
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp ALCD2x/ETOHtex FORtppi FRK HADPCOADH/HADPCOADH3 Htex O2tex PPKr,10,0.03195624,7.68396801,1.72792251642911,1.01914566104717
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FORtppi FRK HADPCOADH/HADPCOADH3 Htex O2tex PPKr,11,0.03195612,7.683955,1.72792374890275,1.01914604647559
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex O2tex PPKr,9,0.03195631,7.68392029,1.7279270370984,1.01914655724603
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex O2tex PPKr,10,0.03195619,7.68390728,1.72792826958734,1.01914694267956
5DGLCNR ACALDtex/ACALDtpp ALCD2x/ETOHtex FORtppi FRK HACD6 HADPCOADH/HADPCOADH3 Htex O2tex PPKr THD2pp,11,0.03179801,7.68209304,1.72810018062473,1.01934419448901
5DGLCNR ACALDtex/ACALDtpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FORtppi FRK HACD6 HADPCOADH/HADPCOADH3 Htex O2tex PPKr THD2pp,12,0.03179779,7.68208104,1.72810131797308,1.01934466104039
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp ALCD2x/ETOHtex GLCt2pp HADPCOADH/HADPCOADH3 Htex O2tex PGCD PPKr THD2pp,11,0.03456743,7.68207015,1.72810235011978,1.0165356407743
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex GLCt2pp HADPCOADH/HADPCOADH3 Htex O2tex PGCD PPKr THD2pp,12,0.03456737,7.68206144,1.72810317564969,1.01653587875884
5DGLCNR ACALDtex/ACALDtpp ALCD2x/ETOHtex FRK HACD6 HADPCOADH/HADPCOADH3 Htex O2tex PPKr THD2pp,10,0.03179808,7.68204555,1.72810468170161,1.01934508662355
5DGLCNR ACALDtex/ACALDtpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FRK HACD6 HADPCOADH/HADPCOADH3 Htex O2tex PPKr THD2pp,11,0.03179786,7.68203356,1.72810581811621,1.0193455529767
5DGLCNR ACALDtex/ACALDtpp ALCD2x/ETOHtex FORtppi FRK HADPCOADH/HADPCOADH3 Htex O2tex PPKr THD2pp,10,0.03221412,7.68141772,1.72816419232568,1.01893578195857
5DGLCNR ACALDtex/ACALDtpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FORtppi FRK HADPCOADH/HADPCOADH3 Htex O2tex PPKr THD2pp,11,0.0322139,7.68140557,1.7281653440934,1.0189362517096
5DGLCNR ACALDtex/ACALDtpp ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex O2tex PPKr THD2pp,9,0.03221419,7.68136961,1.728168752968,1.01893668734893
5DGLCNR ACALDtex/ACALDtpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex O2tex PPKr THD2pp,10,0.03221397,7.68135746,1.72816990475014,1.01893715710467
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp ALCD2x/ETOHtex GLCt2pp HADPCOADH/HADPCOADH3 Htex O2tex PGCD THD2pp,10,0.03569095,7.67173668,1.68920524133526,1.01845825992304
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex O2tex PGCD THD2pp,10,0.03569095,7.67173668,1.68920524133526,1.01845825992304
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex GLCt2pp HADPCOADH/HADPCOADH3 Htex O2tex PGCD THD2pp,11,0.03569089,7.67172771,1.68920604717343,1.01845849868971
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex O2tex PGCD THD2pp,11,0.03569089,7.67172771,1.68920604717343,1.01845849868971
5DGLCNR ATPS4rpp FORtppi FRK HADPCOADH/HADPCOADH3 Htex O2tex PACCOAL PDH POR5,10,0.03185563,7.66451032,1.72977047410382,1.0196436530219
5DGLCNR ATPS4rpp FORtex FRK HADPCOADH/HADPCOADH3 Htex O2tex PACCOAL PDH POR5,10,0.03185563,7.66451032,1.72977047410382,1.0196436530219
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex GLCt2pp HADPCOADH/HADPCOADH3 Htex O2tex PPKr THD2pp,11,0.03521325,7.63378897,1.73270735567635,1.01687307359173
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp ALCD2x/ETOHtex GLCt2pp HADPCOADH/HADPCOADH3 Htex O2tex PPKr THD2pp,10,0.03521333,7.63378817,1.73270743246207,1.01687300915184
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex GLCt2pp HADPCOADH/HADPCOADH3 Htex O2tex THD2pp,10,0.03637986,7.6216565,1.69373385300164,1.01876702221702
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex O2tex THD2pp,10,0.03637986,7.6216565,1.69373385300164,1.01876702221702
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp ALCD2x/ETOHtex GLCt2pp HADPCOADH/HADPCOADH3 Htex O2tex THD2pp,9,0.03637994,7.62165565,1.69373393036984,1.01876695865956
5DGLCNR ACALDtex/ACALDtpp ATPS4rpp ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex O2tex THD2pp,9,0.03637994,7.62165565,1.69373393036984,1.01876695865956
FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH PGI PPKr TRDR,9,0.05060264,7.2182959,1.58886821195568,1.02533489896245
E4PD/PERD/OHPBAT FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH PGI PPKr TRDR,10,0.05060227,7.21827216,1.58887014867004,1.02533578825715
5DGLCNR ATPS4rpp FRK HADPCOADH/HADPCOADH3 Htex O2tex PDH PPKr,8,0.06476306,7.21625964,1.58132608986891,1.0122038690209
5DGLCNR ATPS4rpp E4PD/PERD/OHPBAT FRK HADPCOADH/HADPCOADH3 Htex O2tex PDH PPKr,9,0.06476258,7.21623719,1.58132789839742,1.01220484269455
ATPS4rpp FORtppi FRK G6PDH2r/PGL Htex O2tex PACCOAL PDH PGI,9,0.02562943,7.07671215,1.74878661978642,1.04166630924171
ATPS4rpp FE3tex FORtppi FRK G6PDH2r/PGL Htex O2tex PACCOAL PDH PGI,10,0.02561436,7.07670163,1.74878773290884,1.04168162991118
ATPS4rpp FRK G6PDH2r/PGL Htex O2tex PACCOAL PDH PGI,8,0.02562963,7.07665682,1.74879247429721,1.04166746688188
ATPS4rpp FE3tex FRK G6PDH2r/PGL Htex O2tex PACCOAL PDH PGI,9,0.02561457,7.07664633,1.74879358426267,1.0416827768051
5DGLCNR FRK G6PDH2r/PGL H2tex/H2tpp Htex O2tex PACCOAL PDH UDCPDPpp,9,0.06783104,7.06783058,1.52758606021934,1.01971692000417
5DGLCNR E4PD/PERD/OHPBAT FRK G6PDH2r/PGL H2tex/H2tpp Htex O2tex PACCOAL PDH UDCPDPpp,10,0.06783074,7.06780029,1.52758832125971,1.01971790898611
ATPS4rpp FE3tex FRK G6PDH2r/PGL Htex O2tex PACCOAL PDH PGI PPC,10,0.01987305,6.94708243,1.76275867220421,1.05065553496659
ATPS4rpp FRK G6PDH2r/PGL Htex O2tex PACCOAL PDH PGI PPC,9,0.01988212,6.94703144,1.76276427071993,1.05064778976381
ATPS4rpp FE3tex FORtppi FRK G6PDH2r/PGL Htex O2tex PACCOAL PDH PGI PPC,11,0.0198704,6.94698984,1.76276883830882,1.05066053766494
ATPS4rpp FORtppi FRK G6PDH2r/PGL Htex O2tex PACCOAL PDH PGI PPC,10,0.01987947,6.94693882,1.76277444026778,1.0506527932804
5DKGR ACACT1r FE3tex FORtppi FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH PGI PPKr,12,0.04395611,6.83201332,1.64775847216879,1.0386512564453
5DKGR ACACT1r E4PD/PERD/OHPBAT FE3tex FORtppi FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH PGI PPKr,13,0.04395588,6.83198336,1.64776131275589,1.03865222971543
5DKGR ACACT1r FE3tex FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH PGI PPKr,11,0.04395629,6.83185382,1.64777359507379,1.03865505853735
5DKGR ACACT1r FORtppi FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH PGI PPKr,11,0.04399121,6.83183225,1.64777564027571,1.03862129896808
5DKGR ACACT1r E4PD/PERD/OHPBAT FE3tex FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH PGI PPKr,12,0.04395607,6.83182386,1.64777643579353,1.03865602201981
5DKGR ACACT1r E4PD/PERD/OHPBAT FORtppi FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH PGI PPKr,12,0.04399098,6.83180227,1.64777848290975,1.03862227279919
5DKGR ACACT1r FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH PGI PPKr,10,0.04399139,6.83167262,1.64779077630918,1.03862510464828
5DKGR ACACT1r E4PD/PERD/OHPBAT FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH PGI PPKr,11,0.04399116,6.83164264,1.64779361907607,1.03862607851359
5DKGR FE3tex FORtppi FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH PGI PPKr,11,0.0450636,6.82629879,1.64830073311221,1.0377064227886
5DKGR E4PD/PERD/OHPBAT FE3tex FORtppi FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH PGI PPKr,12,0.04506336,6.82626811,1.64830364683698,1.03770742584619
5DKGR FE3tex FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH PGI PPKr,10,0.04506379,6.82613525,1.6483162650491,1.03771032701267
5DKGR FORtppi FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH PGI PPKr,10,0.04510048,6.82610848,1.64831880755578,1.03767497260841
5DKGR E4PD/PERD/OHPBAT FE3tex FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH PGI PPKr,11,0.04506355,6.82610457,1.64831917891349,1.03771133010615
5DKGR E4PD/PERD/OHPBAT FORtppi FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH PGI PPKr,11,0.04510024,6.82607777,1.64832172429234,1.03767597648331
5DKGR FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH PGI PPKr,9,0.04510067,6.8259448,1.64833435365607,1.03767888070719
5DKGR E4PD/PERD/OHPBAT FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH PGI PPKr,10,0.04510043,6.82591409,1.64833727053251,1.03767988461803
5DKGR ACACT1r FE3tex FORtppi FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH PGI PPKr UDCPDPpp,13,0.04073145,6.81794507,1.64909506670461,1.0421699682295
5DKGR ACACT1r E4PD/PERD/OHPBAT FE3tex FORtppi FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH PGI PPKr UDCPDPpp,14,0.04073126,6.81791738,1.64909770291174,1.04217084636686
5DKGR ACACT1r FE3tex FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH PGI PPKr UDCPDPpp,12,0.04073161,6.81779721,1.64910914386085,1.04217350348883
5DKGR ACACT1r E4PD/PERD/OHPBAT FE3tex FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH PGI PPKr UDCPDPpp,13,0.04073141,6.81776952,1.64911178018233,1.04217439147959
5DKGR ACACT1r FORtppi FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH PGI PPKr UDCPDPpp,12,0.04076158,6.81776688,1.6491120315337,1.04214481813823
5DKGR ACACT1r E4PD/PERD/OHPBAT FORtppi FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH PGI PPKr UDCPDPpp,13,0.04076139,6.81773917,1.64911466978283,1.04214569682889
5DKGR ACACT1r FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH PGI PPKr UDCPDPpp,11,0.04076174,6.81761892,1.64912611894711,1.04214835619349
5DKGR ACACT1r E4PD/PERD/OHPBAT FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH PGI PPKr UDCPDPpp,12,0.04076154,6.81759121,1.64912875731075,1.04214924473748
5DKGR FE3tex FORtppi FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH PGI PPKr UDCPDPpp,12,0.04275943,6.80595199,1.65023886687746,1.04047859703071
5DKGR E4PD/PERD/OHPBAT FE3tex FORtppi FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH PGI PPKr UDCPDPpp,13,0.04275921,6.80592298,1.65024163849706,1.0404795413915
5DKGR FE3tex FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH PGI PPKr UDCPDPpp,11,0.0427596,6.80579672,1.65025370167095,1.04048232864753
