ReactionDeletions,NoOfDels,GrowthRate,ProductFlux,CouplingStrength,DistFromIdeal
5DGLCNR ACALDtex/ACALDtpp ALCD2x/ETOHtex FORtppi GLCptspp GLCt2pp HADPCOADH/HADPCOADH3 Htex O2tex POR5 PPKr THD2pp,12,0.00111434,3.99338742,1.97017526789324,1.18309645469344
5DGLCNR ACALDtex/ACALDtpp ALCD2x/ETOHtex FORtppi GLCptspp GLCt2pp HADPCOADH/HADPCOADH3 Htex O2tex THD2pp,10,0.00115389,3.99318548,1.97022433077664,1.18307032114213
5DGLCNR ACALDtex/ACALDtpp ALCD2x/ETOHtex FORtppi GLCptspp GLCt2pp HADPCOADH/HADPCOADH3 Htex O2tex POR5 THD2pp,11,0.00115273,3.99315961,1.97023061645162,1.18307260069145
5DKGR E4PD/PERD/OHPBAT FORtppi FRK G6PDH2r/PGL GLCt2pp HADPCOADH/HADPCOADH3 Htex O2tex PDH PPKr TPI,12,0.00522372,3.97464589,1.93816883143771,1.18061984861989
5DKGR FORtppi FRK G6PDH2r/PGL GLCt2pp HADPCOADH/HADPCOADH3 Htex O2tex PDH PPKr TPI,11,0.00522372,3.97464472,1.93816910760265,1.18061990274856
5DKGR E4PD/PERD/OHPBAT FRK G6PDH2r/PGL GLCt2pp HADPCOADH/HADPCOADH3 Htex O2tex PDH PPKr TPI,11,0.00522434,3.97440152,1.93822651567424,1.18063059553699
5DKGR FRK G6PDH2r/PGL GLCt2pp HADPCOADH/HADPCOADH3 Htex O2tex PDH PPKr TPI,10,0.00522435,3.97440149,1.93822652275626,1.18063058790835
5DKGR E4PD/PERD/OHPBAT FORtppi FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH PPKr TPI,11,0.00546122,3.97349314,1.93844100357501,1.18045905915557
5DKGR FORtppi FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH PPKr TPI,10,0.00546122,3.97349192,1.93844129170898,1.18045911562955
5DKGR E4PD/PERD/OHPBAT FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH PPKr TPI,10,0.0054619,3.97323751,1.9385013809557,1.180470279751
5DKGR FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH PPKr TPI,9,0.00546191,3.97323749,1.93850138567982,1.18047027166129
5DKGR E4PD/PERD/OHPBAT FORtppi G6PDH2r/PGL GLCt2pp HADPCOADH/HADPCOADH3 Htex O2tex PDH PPKr TPI,11,0.00609732,3.9704057,1.89900429066984,1.18071702550533
5DKGR FORtppi G6PDH2r/PGL GLCt2pp HADPCOADH/HADPCOADH3 Htex O2tex PDH PPKr TPI,10,0.00609734,3.97012398,1.89906808401485,1.18072955538906
5DKGR E4PD/PERD/OHPBAT G6PDH2r/PGL GLCt2pp HADPCOADH/HADPCOADH3 Htex O2tex PDH PPKr TPI,10,0.00610099,3.97010606,1.89907214216841,1.18072706587651
5DKGR G6PDH2r/PGL GLCt2pp HADPCOADH/HADPCOADH3 Htex O2tex PDH PPKr TPI,9,0.006101,3.97010603,1.89907214896223,1.18072705820536
5DKGR E4PD/PERD/OHPBAT FORtppi FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH TPI,10,0.00619609,3.96992633,1.89911284575399,1.18064941299381
5DKGR FORtppi FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH TPI,9,0.0061961,3.96964005,1.8991776874077,1.18066215786106
5DKGR E4PD/PERD/OHPBAT FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH TPI,9,0.00619988,3.96962154,1.89918188019506,1.18065957788642
5DKGR FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex O2tex PDH TPI,8,0.00619989,3.96962151,1.89918188699053,1.18065957021603
5DKGR E4PD/PERD/OHPBAT FORtppi G6PDH2r/PGL GLCt2pp HADPCOADH/HADPCOADH3 Htex O2tex PDH TPI,10,0.00630449,3.96940018,1.89923202452215,1.18057522072969
5DKGR FORtppi G6PDH2r/PGL GLCt2pp HADPCOADH/HADPCOADH3 Htex O2tex PDH TPI,9,0.00630451,3.96910888,1.89929802076883,1.18058818344233
5DKGR E4PD/PERD/OHPBAT G6PDH2r/PGL GLCt2pp HADPCOADH/HADPCOADH3 Htex O2tex PDH TPI,9,0.00630842,3.96908973,1.89930235968739,1.18058551529312
5DKGR G6PDH2r/PGL GLCt2pp HADPCOADH/HADPCOADH3 Htex O2tex PDH TPI,8,0.00630842,3.96908969,1.89930236875045,1.18058551707568
5DGLCNR ALAALAtex CYTBO3_4pp E4PD/PERD/OHPBAT FORtppi FRK G6PDH2r/PGL Htex MDDCP3pp PDH POR5 PPKr RNDR1b THD2pp VALt2rpp,15,0.49950835,3.96709576,0.104065507613636,1.23290470743326
5DGLCNR ALAALAtex CLPNS140pp CYTBO3_4pp FORtppi FRK G6PDH2r/PGL Htex MDDCP3pp PDH POR5 PPKr RNDR1b THD2pp VALt2rpp,15,0.4996337,3.96095246,0.103870355422382,1.23321984852393
CYTBO3_4pp FE3tex FORtppi FRK Htex MDH PDH POR5 PPKr VALt2rpp,10,0.47366253,3.95239041,0.172726286793258,1.21834879091503
5DGLCNR ACALDtex/ACALDtpp CLPNS140pp CYTBO3_4pp E4PD/PERD/OHPBAT F6PA FE3HOXexs/FE3HOXtonex/FE3HOXabcpp FORtppi FRK G6PDH2r/PGL GLYCAtex/GLYCAt2rpp Htex NI2t3pp PDH POR5 PPKr ZNabcpp,17,0.50269039,3.9443004,0.110297433774296,1.23030956878685
CYTBO3_4pp E4PD/PERD/OHPBAT FE3tex FORtppi FRK G6PDH2r/PGL Htex PDH PPKr RPE,10,0.47537585,3.93939366,0.153849885306542,1.22532650972357
CYTBO3_4pp FE3tex FORtppi FRK G6PDH2r/PGL Htex PDH PPKr RPE,9,0.47537615,3.93939137,0.15384978821508,1.22532652702913
5DGLCNR ACALDtex/ACALDtpp ALAALAtex CLPNS140pp CYTBO3_4pp FE3HOXexs/FE3HOXtonex/FE3HOXabcpp FORtppi FRK G6PDH2r/PGL Htex MDDCP3pp PDH POR5 PPKr VALt2rpp,15,0.50272903,3.93874572,0.110159204452546,1.23061141592123
E4PD/PERD/OHPBAT F6PA FE2abcpp FORtppi FRK G6PDH2r/PGL Htex LPLIPAL2E181 PACCOAL PDH PPC SUCDi,12,0.5040822,3.93438091,0.140699255002458,1.21858741694006
CYTBO3_4pp FE3tex FORtppi FRK Htex PDH POR5 PPKr VALt2rpp,9,0.47698885,3.9271579,0.171813051814524,1.21846861609594
CYTBO3_4pp FORtppi FRK GLUDy Htex PDH PPKr SUCDi,8,0.50643153,3.91755105,0.0643973134927044,1.24780232894325
CYTBO3_4pp E4PD/PERD/OHPBAT FE3tex FORtppi FRK Htex PDH PGCD PPKr SUCDi,10,0.47871507,3.91406328,0.147485079172461,1.22751146989282
CYTBO3_4pp E4PD/PERD/OHPBAT FORtppi FRK G6PDH2r/PGL Htex PDH POR5 PPKr VALt2rpp,10,0.50736643,3.91080233,0.0634641909595794,1.248115305246
CYTBO3_4pp FORtppi FRK G6PDH2r/PGL Htex MDDCP3pp PDH POR5 PPKr RNDR1b VALt2rpp,11,0.50736713,3.91077165,0.0710968603740648,1.24515815636713
CYTBO3_4pp FE3tex FORtppi FRK Htex PDH PGCD PPKr SUCDi,9,0.48036006,3.9015849,0.143878573085364,1.2287727463582
CYTBO3_4pp E4PD/PERD/OHPBAT FRK G6PDH2r/PGL Htex PDH PPKr RPE SUCDi,9,0.50987493,3.89288372,0.0250230777182946,1.2629513808473
CYTBO3_4pp FRK G6PDH2r/PGL Htex PDH PPKr RPE SUCDi,8,0.50987539,3.89288047,0.0250230747555791,1.26295135663294
CYTBO3_4pp E4PD/PERD/OHPBAT FRK G6PDH2r/PGL Htex PDH PPKr SUCDi,8,0.51241006,3.87472292,0.0249092494397943,1.26287170968175
CYTBO3_4pp FRK G6PDH2r/PGL Htex PDH PPKr SUCDi,7,0.51241077,3.87471783,0.0249092149253616,1.26287168970102
5DKGR ACKr/PTAr E4PD/PERD/OHPBAT FRK G6PDH2r/PGL GLCt2pp Htex KAS15 PDH PPC PPKr SUCDi ZNabcpp,13,0.51307745,3.86994196,0.102517387969399,1.23273271881439
5DGLCNR CYTBO3_4pp E4PD/PERD/OHPBAT FORtppi FRK G6PDH2r/PGL Htex MDH PDH PPKr THD2pp,11,0.51366643,3.86567065,0.0839942567397289,1.23984951866342
5DGLCNR CYTBO3_4pp E4PD/PERD/OHPBAT FORtppi FRK G6PDH2r/PGL Htex MDDCP3pp MDH PDH PPKr,11,0.51366643,3.86567065,0.0839942567397289,1.23984951866342
CYTBO3_4pp E4PD/PERD/OHPBAT FRK Htex PDH PPKr RPE SUCDi,8,0.51445639,3.86006375,0.024817361098382,1.26281325415136
CYTBO3_4pp FRK Htex PDH PPKr RPE SUCDi,7,0.51445731,3.86005714,0.0248173167176884,1.26281323115905
5DGLCNR CYTBO3_4pp FORtppi FRK G6PDH2r/PGL Htex MDDCP3pp MDH PDH PPKr,10,0.51375238,3.85966137,0.083674668329517,1.24022651671105
5DGLCNR ATPHs/NTPP9 DURIK1 E4PD/PERD/OHPBAT FRK G6PDH2r/PGL GLCt2pp Htex KAS15 OBTFL PACCOAL PDH PLIPA2A140pp/LPLIPAL1A140pp PPC PPKr SUCDi,16,0.51471212,3.85823176,0.100159697036083,1.2335639975402
5DGLCNR ALAALAtex CYTBO3_4pp E4PD/PERD/OHPBAT FE3HOXexs/FE3HOXtonex/FE3HOXabcpp FORtppi FRK G6PDH2r/PGL Htex MDDCP3pp PDH POR5 THD2pp,13,0.51493913,3.8565533,0.101906938010324,1.23288357249048
5DGLCNR CLPNS140pp CYTBO3_4pp FORtppi FRK G6PDH2r/PGL Htex PDH POR5 THD2pp,10,0.51507235,3.85019157,0.101704236307773,1.23321557534924
5DGLCNR ALAALAtex CLPNS140pp CYTBO3_4pp E4PD/PERD/OHPBAT FE3HOXexs/FE3HOXtonex/FE3HOXabcpp FE3tex FORtppi FRK Htex MDDCP3pp MDH PDH PPKr VALt2rpp,15,0.48823445,3.84185212,0.149576294749377,1.22619269452236
CYTBO3_4pp FE3tex FORtppi FRK Htex MDH PDH PPKr VALt2rpp,9,0.4882352,3.84184641,0.149615636070484,1.22617781626742
CRNabcpp CYTBO3_4pp FRK FTHFD G3PAT181 GLUDy Htex METt3pp PDH PPKr SUCDi ZNabcpp,12,0.51705458,3.84145118,0.0632254722509179,1.24773833806365
CYTBO3_4pp DURIK1 FRK G3PAT181 GLUDy Htex LPLIPAL2E181 METt3pp PDH PPKr SUCDi,11,0.51721942,3.84027033,0.0632072747771149,1.24773847619742
5DGLCNR ACALDtex/ACALDtpp CLPNS140pp CYTBO3_4pp E4PD/PERD/OHPBAT F6PA FE3HOXexs/FE3HOXtonex/FE3HOXabcpp FORtppi FRK G6PDH2r/PGL GLYCAtex/GLYCAt2rpp Htex NI2t3pp PDH POR5 ZNabcpp,16,0.51888241,3.82830459,0.107402118333516,1.2306007631867
5DGLCNR ACALDtex/ACALDtpp ALAALAtex CLPNS140pp CYTBO3_4pp E4PD/PERD/OHPBAT F6PA FORtppi FRK G6PDH2r/PGL GLYCAtex/GLYCAt2rpp Htex NI2t3pp PDH POR5 ZNabcpp,16,0.51888241,3.82830459,0.107402118333516,1.2306007631867
5DGLCNR CYTBO3_4pp FORtppi FRK G6PDH2r/PGL Htex NI2t3pp PDH POR5,9,0.51892359,3.82256176,0.107258295966079,1.23091787115969
5DKGR ACALDtex/ACALDtpp CYTBO3_4pp E4PD/PERD/OHPBAT FE3tex FORtppi FRK FTHFD Htex PDH PPKr SUCDi,12,0.49176884,3.81504128,0.148867951861285,1.22629382373821
5DKGR ACALDtex/ACALDtpp CYTBO3_4pp FE3tex FORtppi FRK Htex PDH PPKr SUCDi,10,0.4918226,3.81463341,0.148734909701181,1.22634163663437
CYTBO3_4pp DURIK1 FORtppi FRK G3PAT181 GLUDy Htex LPLIPAL2E181 METt3pp PDH PPKr,11,0.52092409,3.81373132,0.0637281719875923,1.24738978192628
CYTBO3_4pp FORtppi FRK GLUDy Htex PDH SUCDi,7,0.52286941,3.79979571,0.0625827776002424,1.2477643266803
5DGLCNR ACALDtex/ACALDtpp ATPHs/NTPP9 CYTBO3_4pp E4PD/PERD/OHPBAT FE3tex FORtppi FRK Htex KAS14 LPLIPAL2E181 PDH PGCD PPKr,14,0.49459673,3.7935897,0.204214734699115,1.20542048968976
5DGLCNR ACALDtex/ACALDtpp ALAALAtex CYTBO3_4pp FE3tex FORtppi FRK Htex KAS14 LPLIPAL2E181 PDH PGCD PPKr THD2pp,14,0.49459773,3.79358214,0.205380825342648,1.20498621125844
ATPHs/NTPP9 CYTBO3_4pp E4PD/PERD/OHPBAT FE3tex FORtppi FRK Htex KAS14 LPLIPAL2E181 PDH PGCD PPKr,12,0.49489361,3.79133766,0.213538845247972,1.20193951754243
CYTBO3_4pp E4PD/PERD/OHPBAT FORtppi FRK G6PDH2r/PGL Htex PDH POR5 VALt2rpp,9,0.52469545,3.78666136,0.0689962339105476,1.24521748784518
ACALDtex/ACALDtpp ALAALAtex CYTBO3_4pp FORtppi FRK G6PDH2r/PGL Htex PDH POR5 RNDR1b THD2pp VALt2rpp,12,0.52469619,3.78662945,0.0689956791948499,1.24521895773474
CYTBO3_4pp E4PD/PERD/OHPBAT FORtppi FRK Htex MDH PDH POR5 PPKr VALt2rpp,10,0.52687156,3.77107224,0.0621390913565348,1.24781018129626
CYTBO3_4pp FORtppi FRK Htex MDH PDH POR5 PPKr VALt2rpp,9,0.52687176,3.77104411,0.0621386691896336,1.24781162253982
CYTBO3_4pp E4PD/PERD/OHPBAT FORtppi FRK Htex PDH PGCD POR5 PPKr,9,0.52711049,3.76936063,0.0512496345879969,1.25203570478871
CYTBO3_4pp FORtppi FRK Htex PDH PGCD POR5 PPKr,8,0.52711069,3.76933248,0.0512492546869046,1.25203712696504
ACKr/PTAr E4PD/PERD/OHPBAT FRK G6PDH2r/PGL GLCt2pp Htex KAS15 PDH PPC PPKr SUCDi ZNabcpp,12,0.5282761,3.76106398,0.0977951491653702,1.23397426062733
CYTBO3_4pp E4PD/PERD/OHPBAT FRK G6PDH2r/PGL Htex PDH RPE SUCDi,8,0.52830531,3.76085473,0.0241949300112088,1.26255536001678
CYTBO3_4pp FRK G6PDH2r/PGL Htex PDH RPE SUCDi,7,0.5283058,3.76085125,0.0241949264990087,1.2625553464528
ATPHs/NTPP9 DURIK1 E4PD/PERD/OHPBAT FRK G6PDH2r/PGL GLCt2pp Htex OBTFL PACCOAL PDH PLIPA2A140pp/LPLIPAL1A140pp PPC PPKr SUCDi,14,0.53007336,3.74818903,0.096830068954984,1.23429756379565
CYTBO3_4pp E4PD/PERD/OHPBAT FORtppi FRK G6PDH2r/PGL Htex PDH PPKr RPE,9,0.53025859,3.74686212,0.0524497868106199,1.25148019759844
CYTBO3_4pp FORtppi FRK G6PDH2r/PGL Htex PDH PPKr RPE,8,0.53025896,3.74685944,0.0524494107558315,1.25148033594381
CYTBO3_4pp E4PD/PERD/OHPBAT FORtppi FRK Htex PDH POR5 PPKr VALt2rpp,9,0.53099044,3.7415656,0.0616828807690023,1.24787577639601
CYTBO3_4pp FORtppi FRK Htex PDH POR5 PPKr VALt2rpp,8,0.53099064,3.74153724,0.0616824432159482,1.2478772410235
CYTBO3_4pp E4PD/PERD/OHPBAT FRK G6PDH2r/PGL Htex PDH SUCDi,7,0.53102752,3.7413538,0.0240725188781176,1.26253286876909
CYTBO3_4pp FRK G6PDH2r/PGL Htex PDH SUCDi,6,0.53102828,3.74134833,0.0240724655944878,1.26253287248211
5DGLCNR CYTBO3_4pp E4PD/PERD/OHPBAT FORtppi FRK G6PDH2r/PGL Htex MDH PDH RNDR1b THD2pp,11,0.53161655,3.73708025,0.083029074245337,1.23958960841743
5DGLCNR CYTBO3_4pp E4PD/PERD/OHPBAT FE3HOXexs/FE3HOXtonex/FE3HOXabcpp FORtppi FRK G6PDH2r/PGL Htex MDH PDH THD2pp,11,0.53161655,3.73708025,0.083029074245337,1.23958960841743
ACALDtex/ACALDtpp ACKr/PTAr FE3tex FORtppi FRK FTHFD G6PDH2r/PGL GLUDy Htex L_LACD3 MAN1PT2 PACCOAL PDH PPC SUCDi THD2pp ZNabcpp,17,0.4110129,3.73376899,0.361279779783068,1.19061809631552
5DGLCNR ALAALAtex CYTBO3_4pp FORtppi FRK G6PDH2r/PGL Htex MDH PDH RNDR1b,10,0.53170861,3.73083868,0.0826974571654952,1.23998708670539
CYTBO3_4pp FE3tex FORtppi FRK Htex PDH PPKr RPE,8,0.50326483,3.72783604,0.236997149194789,1.19294805304221
CYTBO3_4pp E4PD/PERD/OHPBAT FORtppi FRK Htex PDH PGCD PPKr SUCDi,9,0.53313012,3.72629147,0.0506937218253585,1.25209598992643
CYTBO3_4pp E4PD/PERD/OHPBAT FRK Htex PDH RPE SUCDi,7,0.53322556,3.72560775,0.0239736257204174,1.26252149020251
CYTBO3_4pp FRK Htex PDH RPE SUCDi,6,0.53322655,3.72560066,0.0239735812104629,1.26252148632791
CYTBO3_4pp FRK FTHFD GLUDy Htex PDH SUCDi,7,0.53420097,3.71862026,0.0459686922695029,1.25391339946278
ACALDtex/ACALDtpp FE3tex FORtppi FRK GLUDy Htex PACCOAL PDH PGI RPE SUCDi,11,0.41270092,3.71811441,0.401582385617168,1.17678557894353
CYTBO3_4pp DURIK1 FRK G3PAT181 GLUDy Htex LPLIPAL2E181 METt3pp PDH SUCDi,10,0.53437692,3.71735978,0.0613082803052198,1.24794298920452
CYTBO3_4pp FORtppi FRK Htex PDH PGCD PPKr SUCDi,8,0.53517112,3.71167041,0.0505048553442121,1.25212782238924
CYTBO3_4pp E4PD/PERD/OHPBAT FRK Htex PDH PGCD PPKr SUCDi,8,0.53653131,3.70192649,0.0421474936849444,1.25535875255714
5DGLCNR CYTBO3_4pp E4PD/PERD/OHPBAT FE3tex FORtppi FRK G6PDH2r/PGL Htex PDH POR5 THD2pp,11,0.50689655,3.70028688,0.116836916723935,1.23790786213594
5DGLCNR ACALDtex/ACALDtpp ALAALAtex CYTBO3_4pp FE3tex FORtppi FRK G6PDH2r/PGL Htex PDH POR5 THD2pp VALt2rpp,13,0.50699239,3.6995599,0.127997759492997,1.23366624798889
5DGLCNR ACALDtex/ACALDtpp ALAALAtex CLPNS140pp CYTBO3_4pp FE3HOXexs/FE3HOXtonex/FE3HOXabcpp FE3tex FORtppi FRK G6PDH2r/PGL Htex MDDCP3pp PDH PPKr VALt2rpp,15,0.50707926,3.69890096,0.20575213429159,1.20443367151983
CYTBO3_4pp FORtppi FRK GLUDy Htex PDH,6,0.53784602,3.69250835,0.0614086723185197,1.24784151175504
5DGLCNR CYTBO3_4pp E4PD/PERD/OHPBAT FE3tex FORtppi FRK G6PDH2r/PGL Htex PDH POR5,10,0.50888509,3.68520241,0.120288000577891,1.23655006179567
5DGLCNR CYTBO3_4pp FE3tex FORtppi FRK G6PDH2r/PGL Htex PDH POR5,9,0.50888618,3.68519414,0.120105246324433,1.23661949198983
5DKGR ACKr/PTAr E4PD/PERD/OHPBAT FRK G6PDH2r/PGL GLCt2pp Htex KAS15 PACCOAL PDH PPC SUCDi ZNabcpp,13,0.53922148,3.68265502,0.0236115408458876,1.2625572728346
5DKGR ACALDtex/ACALDtpp FE3tex FORtppi FRK FTHFD Htex LPLIPAL2E181 PACCOAL PDH PGCD POR5 RPE SUCDi,14,0.41667456,3.6812634,0.370372047671929,1.1873269613487
5DKGR ACALDtex/ACALDtpp ACKr/PTAr DURIK1 FE3tex FORtppi FRK G6PDH2r/PGL Htex KAS15 PACCOAL PDH PPKr SUCDi VALt2rpp,15,0.42049777,3.64580741,0.417128395235009,1.17132140154613
CYTBO3_4pp E4PD/PERD/OHPBAT FORtppi FRK Htex MDH PDH POR5 VALt2rpp,9,0.54468644,3.64345066,0.0601626873619251,1.24824958344483
CYTBO3_4pp FORtppi FRK Htex MDH PDH POR5 VALt2rpp,8,0.54468666,3.64342153,0.0601622408009773,1.24825110302229
CYTBO3_4pp E4PD/PERD/OHPBAT FORtppi FRK Htex PDH PGCD POR5,8,0.54494181,3.64162131,0.0495989837887461,1.25235633178498
CYTBO3_4pp FORtppi FRK Htex PDH PGCD POR5,7,0.54494202,3.64159217,0.049598597663656,1.25235782824859
CYTBO3_4pp E4PD/PERD/OHPBAT FORtppi FRK Htex MDH PDH PPKr VALt2rpp,9,0.54496377,3.64146393,0.060131850599903,1.24825962583385
CYTBO3_4pp FORtppi FRK Htex MDH PDH PPKr VALt2rpp,8,0.54496493,3.64142806,0.060131300559102,1.24826117994454
CYTBO3_4pp FRK Htex PDH PGCD PPKr SUCDi,7,0.54702395,3.62676075,0.0413270570694392,1.25556551802946
CYTBO3_4pp E4PD/PERD/OHPBAT FORtppi FRK G6PDH2r/PGL Htex PDH RPE,8,0.54852608,3.61599999,0.0507107702153377,1.2519044340546
CYTBO3_4pp FORtppi FRK G6PDH2r/PGL Htex PDH RPE,7,0.54852649,3.61599712,0.0507104041593323,1.25190457231418
5DGLCNR ATPHs/NTPP9 CYTBO3_4pp E4PD/PERD/OHPBAT FORtppi FRK Htex PDH PGCD PPKr THD2pp,11,0.54897422,3.61278971,0.0538708356833221,1.25067381169089
5DGLCNR ACALDtex/ACALDtpp ALAALAtex ATPHs/NTPP9 CYTBO3_4pp F6PA FORtppi FRK Htex KAS14 LPLIPAL2E181 PDH PGCD PPKr THD2pp,15,0.54897545,3.61278092,0.0545713838387491,1.25040130332113
CYTBO3_4pp E4PD/PERD/OHPBAT FORtppi FRK Htex PDH POR5 VALt2rpp,8,0.54908973,3.61190655,0.0596728880724104,1.24842059082887
CYTBO3_4pp FORtppi FRK Htex PDH POR5 VALt2rpp,7,0.54908995,3.61187717,0.0596724452887912,1.24842212812714
CYTBO3_4pp E4PD/PERD/OHPBAT FORtppi FRK Htex PDH PPKr SUCDi,8,0.5493705,3.6099509,0.0492217365147927,1.25248264346507
CYTBO3_4pp FORtppi FRK Htex PDH PPKr SUCDi,7,0.5494376,3.60947021,0.0491826187359582,1.25249779472382
ATPHs/NTPP9 CYTBO3_4pp E4PD/PERD/OHPBAT FORtppi FRK Htex KAS14 PDH PGCD PPKr THD2pp,11,0.55010093,3.60471833,0.05189718548558,1.25144057625771
CYTBO3_4pp FORtppi FRK Htex PDH PGCD PPKr,7,0.55010211,3.60470989,0.0465793705099586,1.2535112318093
5DKGR FE3tex FORtppi FRK G6PDH2r/PGL GLCt2pp Htex PDH PPKr SUCDi VALt2rpp ZNabcpp,12,0.5195101,3.60460425,0.112954281350834,1.23918321767433
CYTBO3_4pp FRK FTHFD GLUDy Htex PDH PPKr,7,0.55119131,3.59690725,0.0329034940699627,1.25884689679843
CYTBO3_4pp E4PD/PERD/OHPBAT FORtppi FRK Htex PDH PGCD SUCDi,8,0.55137808,3.59556927,0.0491185467510786,1.25252285448857
CYTBO3_4pp FRK GLUDy Htex PDH PPKr,6,0.55142486,3.59523418,0.0328886876808565,1.25885295755507
5DGLCNR CYTBO3_4pp FRK G6PDH2r/PGL Htex MDH PDH POR5 PPKr,9,0.55336346,3.58134666,0.040279312985357,1.25597283530747
CYTBO3_4pp FORtppi FRK Htex PDH PGCD SUCDi,7,0.55356148,3.57992812,0.0487997105578951,1.25265280427519
5DGLCNR CYTBO3_4pp FRK G6PDH2r/PGL Htex MDH PDH PPKr,8,0.55382153,3.57806521,0.0402439031216428,1.25598850567509
CYTBO3_4pp E4PD/PERD/OHPBAT FRK Htex PDH PGCD SUCDi,7,0.55501688,3.56950212,0.0407011584944949,1.25581623733713
ACALDtex/ACALDtpp E4PD/PERD/OHPBAT F6PA FE2abcpp FRK G6PDH2r/PGL Htex PACCOAL PDH PPC SUCDi VALt2rpp,12,0.55711368,3.5544814,0.0956025707356532,1.23453697445867
CYTBO3_4pp E4PD/PERD/OHPBAT FRK Htex MDH PDH POR5 PPKr,8,0.55722458,3.55368695,0.0440195943976483,1.25453830835169
CYTBO3_4pp FRK G6PDH2r/PGL Htex MDH PDH POR5 PPKr,8,0.55722588,3.55367758,0.0440194558084776,1.25453837640759
5DGLCNR CYTBO3_4pp FRK Htex MDH PDH POR5 PPKr,8,0.55722588,3.55367758,0.0440194558084776,1.25453837640759
CYTBO3_4pp E4PD/PERD/OHPBAT FRK Htex MDH PDH PPKr,7,0.55754366,3.55140111,0.0439925009639604,1.25455168854775
CYTBO3_4pp FRK Htex MDH PDH PPKr,6,0.55754497,3.55139173,0.0439923975997847,1.25455174044879
CYTBO3_4pp E4PD/PERD/OHPBAT FORtppi FRK Htex PDH PPKr RPE,8,0.56099623,3.52666811,0.0453929075423555,1.25404458988908
CYTBO3_4pp FORtppi FRK Htex PDH PPKr RPE,7,0.56099736,3.52665999,0.045392495251671,1.25404476689607
CYTBO3_4pp FRK FTHFD Htex PDH PPKr SUCDi,7,0.56196378,3.51973693,0.0436173840242872,1.25475008526147
CYTBO3_4pp E4PD/PERD/OHPBAT FRK Htex PDH PPKr SUCDi,7,0.56215817,3.5183444,0.0436008961677103,1.25475936998745
CYTBO3_4pp FRK Htex LPLIPAL2E181 PDH PPKr SUCDi,7,0.5621585,3.51834202,0.0436008527844015,1.25475939258263
CYTBO3_4pp FRK G3PAT181 Htex PDH PPKr SUCDi,7,0.5621585,3.51834202,0.0436008527844015,1.25475939258263
CYTBO3_4pp E4PD/PERD/OHPBAT FORtppi FRK Htex MDH PDH VALt2rpp,8,0.56389764,3.50582623,0.0577588336776866,1.24927919741579
CYTBO3_4pp FORtppi FRK Htex MDH PDH VALt2rpp,7,0.56389886,3.50578892,0.0577582299066893,1.24928087560311
5DGLCNR CLPNS140pp CYTBO3_4pp E4PD/PERD/OHPBAT F6PA FE3HOXexs/FE3HOXtonex/FE3HOXabcpp FORtppi FRK G6PDH2r/PGL GLYCAtex/GLYCAt2rpp Htex NI2t3pp PDH PPKr ZNabcpp,15,0.56428787,3.50308789,0.0848222202614421,1.23879360714674
5DGLCNR ACALDtex/ACALDtpp ALAALAtex CYTBO3_4pp F6PA FE3HOXexs/FE3HOXtonex/FE3HOXabcpp FORtppi FRK G6PDH2r/PGL Htex PDH PPKr ZNabcpp,13,0.56437886,3.50243608,0.0847974886940309,1.23880478385732
5DGLCNR ACALDtex/ACALDtpp ALAALAtex CYTBO3_4pp E4PD/PERD/OHPBAT FE3HOXexs/FE3HOXtonex/FE3HOXabcpp FORtppi FRK Htex MDDCP3pp PDH PPKr VALt2rpp,13,0.56507798,3.49742781,0.0632006577216121,1.24718352065608
5DGLCNR ACALDtex/ACALDtpp ALAALAtex CYTBO3_4pp FE3HOXexs/FE3HOXtonex/FE3HOXabcpp FORtppi FRK Htex MDDCP3pp PDH PPKr RNDR1b THD2pp VALt2rpp,14,0.56507928,3.4974185,0.063205378898338,1.24718171178873
CYTBO3_4pp E4PD/PERD/OHPBAT FORtppi FRK Htex PDH PPKr VALt2rpp,8,0.56519716,3.4965741,0.0585707649344876,1.24898407822639
ACALDtex/ACALDtpp ALAALAtex CYTBO3_4pp FE3HOXexs/FE3HOXtonex/FE3HOXabcpp FORtppi FRK Htex MDDCP3pp PDH PPKr RNDR1b VALt2rpp,12,0.5651984,3.49656519,0.058344910388989,1.2490718722813
CYTBO3_4pp FRK Htex PDH PGCD SUCDi,6,0.56625258,3.48901342,0.0398199333590673,1.25630489112385
5DGLCNR ALAALAtex ATPHs/NTPP9 CYTBO3_4pp E4PD/PERD/OHPBAT FORtppi FRK Htex KAS14 PDH PGCD THD2pp,12,0.56766972,3.47886151,0.051976860770379,1.25159827633187
