,reactions,size,EX_btd_RR_e,biomass,fva_min,fva_max
0,"{'ECOAH4', 'THZPSN'}",2,9.110874953321968e-05,0.28395484531326026,0.0,0.03448607594938796
1,"{'ACOAD8f', 'ALCD19'}",2,0.0,0.2854712083206345,0.0,0.03448607594936659
2,"{'FUM', 'ALCD19'}",2,1.0351118920337576e-10,0.043636690085073045,0.0,0.006406509945664496
3,"{'FUM', 'GLYK'}",2,2.393823056445754e-10,0.04363669007581679,0.0,0.006406509945761042
4,"{'ECOAH4', 'ACOAD8f'}",2,0.0,0.283962347313317,0.0,0.03448607594934483
5,"{'A5PISO', 'THZPSN'}",2,0.0,0.28546362638300843,0.0,0.03448607594937858
6,"{'A5PISO', 'ECOAH4'}",2,0.0,0.28396234731332737,0.0,0.034486075949346384
7,"{'FUM', 'PAI2I'}",2,1.0069651964813978e-10,0.04363561140283955,0.0,0.00640650994575678
8,"{'ICHORS_copy2', 'THZPSN'}",2,0.0,0.28546362638298833,0.0,0.03448607594939346
9,"{'ACOAD8f', 'THZPSN', 'ALCD19'}",3,9.159287150983797e-05,0.2854636263829963,0.0,0.034486075949370365
