,reactions,size,EX_btd_RR_e,biomass,fva_min,fva_max
0,{'THZPSN'},1,9.159287147792101e-05,0.28546362638299605,0.0,0.03448607594938258
1,{'NDPK8'},1,0.0,0.28547120832063744,0.0,0.03448607594934616
2,{'FBA3'},1,-1.9269807971511455e-11,0.2854712083222204,0.0,0.034486075949394346
3,{'HACD4'},1,-1.546762717907768e-12,0.2839623473134443,0.0,0.034486075949335726
4,{'ACOAD1f'},1,0.0,0.2854712083206394,0.0,0.03448607594936637
5,{'NADPHXE'},1,0.0,0.2854712083206333,0.0,0.03448607594935815
6,{'ACACT7r'},1,0.0,0.285138919895819,0.0,0.03448607594935704
7,"{'THZPSN', 'FBA3'}",2,9.159287158477802e-05,0.2854636263829879,0.0,0.03448607594938724
8,"{'THZPSN', 'PDH'}",2,9.272045652508609e-05,0.28263453217662293,0.0,0.035392000000001644
9,"{'THZPSN', 'NDPK8', 'KDOCT2'}",3,9.159287144211437e-05,0.2854636263830006,0.0,0.03448607594940123
